Unnamed: 0,Name,Address,GM Name,Country,City,LinkedIn URL
379,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand",Gerald Hougardy,Thailand,Bangkok 10330,https://th.linkedin.com/in/gerald-hougardy-a75b97237?trk=public_post-text
380,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
381,TRIBE Living Bangkok Sukhumvit 39,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
382,Novotel Suites Bangkok Sukhumvit 39,"5/9 Soi Phromsri, Soi Sukhumvit 39, Klongton-nua, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
383,Novotel Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Denis.,Thailand,Bangkok 10110,https://th.linkedin.com/in/cryptocannabis
384,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of ibis Styles Bangkok Sukhumvit 4.,Thailand,Bangkok 10110,https://th.linkedin.com/in/piyada-anyoo-beaudet-4453766
385,ibis Bangkok Sukhumvit 4,"41 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Vinod Singh Negi,Thailand,Bangkok 10110,https://th.linkedin.com/in/vinod-singh-negi-1a475024
386,Novotel Living Bangkok Sukhumvit Legacy,"12-14 Sukhumvit 29 Alley Klong Toey Nua, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
387,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolayestoyanov
388,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolayestoyanov
389,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
390,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
391,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",Chris,Thailand,Samut Prakan 10540,https://www.linkedin.com/in/thechrisdo
392,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Mark O'Sullivan,Thailand,Bangkok 10500,https://th.linkedin.com/in/mark-o-sullivan-a23b42b
393,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Pattama Yoshimura.,Thailand,Bangkok 10500,https://th.linkedin.com/in/pattama-yoshimura-19b6a02b
394,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Patcharaporn Rattanasaenghirun,Thailand,Bangkok 10500,https://th.linkedin.com/in/patcharaporn-rattanasaenghirun-9aa826184
395,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",No data available.,Thailand,Bangkok 10120,
396,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand,Thailand,Bangkok 10500,https://fr.linkedin.com/in/marieevbertrand
397,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10120,https://bg.linkedin.com/in/nikolayestoyanov
398,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
399,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,https://th.linkedin.com/in/vinod-singh-negi-1a475024
400,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",No information is available about the general manager of ibis Styles Bangkok Sukhumvit 50 in the provided sources.,Thailand,Bangkok 10260,https://th.linkedin.com/in/kannika-mahapurksapong-1016943b
401,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",No data available.,Thailand,Bangkok 10250,
402,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
403,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand",No data available.,Thailand,Chon Buri 20110,
404,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",No data available.,Thailand,Chon Buri 20150,
405,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No data available.,Thailand,Chang Wat Chon Buri 20150,
406,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No data available.,Thailand,Chang Wat Chon Buri 20150,
407,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,https://th.linkedin.com/in/preeyaporn-wongmoh-915843198
408,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Dmitry Chernyshev,Thailand,Chon Buri 20250,https://au.linkedin.com/in/dmitry-chernyshev
409,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand",No information is provided about the General Manager of SO/ Sofitel Hua Hin in the search results.,Thailand,Chang Wat Phetchaburi 76120,
410,Novotel Rayong Star Convention Centre,"109 Sukhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand",Jirachot Chanjindachot,Thailand,Rayong 21000,
411,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand",No data available.,Thailand,Rayong 21190,
412,Mercure Rayong Lomtalay Villas & Resort,"289, Kram, Klaeng District, Chang Wat Rayong 21190, Thailand",No data available.,Thailand,Chang Wat Rayong 21190,
413,Mövenpick Asara Resort & Spa Hua Hin,"Amphur, 53 Hua Hin 5 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",No information is available on the general manager of Mövenpick Asara Resort & Spa Hua Hin in the provided sources.,Thailand,Prachuap Khiri Khan 77110,https://th.linkedin.com/in/sven-j-walter-2978691a
414,V Villas Hua Hin - MGallery,"63, 39 Phet Kasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",,Thailand,Prachuap Khiri Khan 77110,
415,ibis Hua Hin,"Phet Kasem Rd, Hua Hin, Hua Hin District, Chang Wat Prachuap Khiri Khan 77110, Thailand",No data available for the General Manager of ibis Hua Hin.,Thailand,Chang Wat Prachuap Khiri Khan 77110,https://th.linkedin.com/in/wipawan-sangounpan-aa5488b3
416,Veranda High Resort Chiang Mai - MGallery,"192, Ban Pong, Mueang Chiang Mai District, Chiang Mai 50230, Thailand",No data available.,Thailand,Chiang Mai 50230,
417,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,https://th.linkedin.com/in/sirisook-moore-0a217590
418,ibis Chiang Mai Nimman Journeyhub,"7 17 Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
419,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,https://th.linkedin.com/in/sirisook-moore-0a217590
420,Mercure Koh Chang Hideaway,"111, 1, Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",No data available for Mercure Koh Chang Hideaway General Manager.,Thailand,Trat 23170,https://th.linkedin.com/in/daphne-yuan-35073476
421,Garrya Tongsai Bay Samui,"84, Tambon Bo Put, Amphoe Ko Samui, Surat Thani 84320, Thailand",Manuel,Thailand,Surat Thani 84320,https://th.linkedin.com/in/manuel-fafian-64470346
422,ibis Samui Bophut,"Bophut Beach, Ko Samui District, Surat Thani 84320, Thailand",No data available.,Thailand,Surat Thani 84320,
423,Mercure Samui Chaweng Tana,"17/135 หมู่ที่ 3 ถนน เลียบหาดเฉวง, Ko Samui District, Surat Thani 84320, Thailand",Adams Nitah.,Thailand,Surat Thani 84320,https://ca.linkedin.com/in/steven-nitah-14082530
424,Banyan Tree Samui,"99, 9, Maret, Surat Thani 84310, Thailand",Remko Kroesen,Thailand,Surat Thani 84310,https://th.linkedin.com/in/remko-kroesen-3abba86
425,Pullman Khao Lak Resort,"46 109 Moo 2 Soi 46 Laem Son Bangmuang, Phang Nga, 82190, Thailand","No information is provided in the sources about the current General Manager of Pullman Khao Lak Resort. 

- **Blank**",Thailand,82190,https://th.linkedin.com/in/maverik-m-8a88571b
426,Grand Mercure Khao Lak Bangsak,"71 หมู่ 7 Bang Muang, Takua Pa District, Phang Nga 82190, Thailand",Lance Crampton,Thailand,Phang Nga 82190,https://th.linkedin.com/in/lance-crampton-a4864017
427,Banyan Tree Krabi,"279 Tambon Nongtalay Amphoe Muang Krabi 81180, Thailand",Dao Songprasert,Thailand,279 Tambon Nongtalay Amphoe Muang Krabi 81180,
428,Sofitel Krabi Phokeethra Golf & Spa Resort,"200 Moo 3 T.Nongtalay, Krabi, 81180, Thailand",Siripun Petchai,Thailand,81180,https://th.linkedin.com/in/siripun-chailai-ponamas-40190419a
429,ibis Styles Krabi Ao Nang,"725, Ao Nang, Krabi, 81180, Thailand","No specific information about the general manager's name is provided in the search results. 

- **Response:** Blank",Thailand,81180,
430,Pullman Phuket Arcadia Naithon Beach,"22, Naithon Beach, 2, Tambon Sa Khu, Amphur, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,https://www.linkedin.com/in/bjwilson
431,Banyan Tree Phuket,"33 Cherngtalay 33/27 ถนน Thalang District, Phuket 83110, Thailand","No information is provided about the General Manager of Banyan Tree Phuket in the search results. 

- **Blank**",Thailand,Phuket 83110,https://th.linkedin.com/in/michal-zitek-09a3a929
432,Mövenpick Phuket Bangtao,"35 Cherngtalay, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Michael Wenk,Thailand,Phuket 83110,https://www.linkedin.com/in/michaelscottwenkga
433,Homm Suites Laguna,"หมู่ที่ 4 61 ถนน ศรีสุนทร Choeng Thale, Thalang District, Phuket 83110, Thailand",Orlando,Thailand,Phuket 83110,
434,Cassia Phuket,"64, Srisoonthorn Road, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,https://www.linkedin.com/in/bjwilson
435,Novotel Phuket Kamala Beach,"118, 16, Kamala, Kathu District, Phuket 83150, Thailand",Pataraseth Pokinbenjarasamee,Thailand,Phuket 83150,https://th.linkedin.com/in/pataraseth-yu-pokinbenjarasamee-849aa722
436,Andaman Beach Hotel Phuket - Handwritten Collection,"17/1-3 Soi Prabaramee 4, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",Yap Jtwen,Thailand,Phuket 83150,
437,Novotel Phuket Resort,"282 Phrabaramee Rd, Tambon Patong, Kathu District, Phuket 83150, Thailand",No response available.,Thailand,Phuket 83150,
438,Mövenpick Myth Hotel Patong Phuket,"27/9 200 Rat Uthit Song Roi Pi Rd, Kathu District, Phuket 83150, Thailand",Alberto J. Lugo-Vina,Thailand,Phuket 83150,https://vn.linkedin.com/in/alberto-j-lugo-vina-mba-65898721
439,ibis Phuket Patong,"10 Chalermphrakiat Road, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",,Thailand,Phuket 83150,
440,Novotel Phuket Vintage Park Resort,"89 Rat U Thit 200 Pee Rd, Pa Tong, Phuket 83150, Thailand",Marly,Thailand,Phuket 83150,
441,Grand Mercure Phuket Patong,"1 Soi Rat Uthit 200 Pi 2, Pa Tong, Kathu District, Phuket 83150, Thailand","No specific name is mentioned in the provided sources for the General Manager of Grand Mercure Phuket Patong. 

- **Blank**",Thailand,Phuket 83150,https://th.linkedin.com/in/jutima-jamroennam-981b803b
442,Homm Bliss Southbeach Patong,"40 Thawewong Rd, Pa Tong, Kathu District, Phuket 83150, Thailand",No data available for the General Manager of Homm Bliss Southbeach Patong.,Thailand,Phuket 83150,https://th.linkedin.com/in/malida-iamchamnan-19aa6711b
443,Avista Hideaway Phuket Patong - MGallery,"39, 9 Muen-Ngern Rd, Tambon Patong, Amphur Kathu, Phuket 83150, Thailand",Manish Pratap.,Thailand,Phuket 83150,https://th.linkedin.com/in/manishpratap
444,V Villas Phuket - MGallery,"Vichit, Moo 8 Ao, Soi Ruam Jai Ao Yon, Mueang Phuket District, Phuket 83000, Thailand",No data available.,Thailand,Phuket 83000,
445,Pullman Phuket Panwa Beach Resort,"44, 5 Sakdidesh Road, Wichit, Amphoe Mueang Phuket, Phuket 83000, Thailand",,Thailand,Phuket 83000,
446,Pullman Phuket Karon Beach Resort,"333 Patak Rd, Tambon Karon, Muang, Phuket 83100, Thailand",Ajay Sampige,Thailand,Phuket 83100,
447,Avista Grande Phuket Karon - MGallery,"38, Luang Phor Chuan Rd, Tambon Karon, Amphur Muang, Phuket 83100, Thailand",Arun Vishnu,Thailand,Phuket 83100,https://th.linkedin.com/in/arun-vishnu-60959a6a
448,Novotel Phuket Kata Avista Resort & Spa,"4, 1 Soi Lam Sai, Karon, Mueang Phuket District, Phuket 83100, Thailand",Massimo Bernardi,Thailand,Phuket 83100,https://th.linkedin.com/in/massimo-bernardi-47516a9
449,ibis Phuket Kata,"88, 8 Kata Rd, Amphur, Mueang Phuket District, Chang Wat Phuket 83100, Thailand",Ajay Sampige,Thailand,Chang Wat Phuket 83100,
450,Mövenpick Resort Khao Yai,"Nakornratch, T Wangsai A, Pak Chong District, Nakhon Ratchasima 30130, Thailand",No data available.,Thailand,Nakhon Ratchasima 30130,
451,Pullman Khon Kaen Raja Orchid,"9, 9 Prachasumran Road, Nai Mueang, Muang, Khon Kaen 40000, Thailand",Stanley Chan,Thailand,Khon Kaen 40000,https://th.linkedin.com/in/stanley-chan-39a14710
452,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",No data available.,Thailand,Pathum Thani 12130,
453,ibis Bangkok IMPACT,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120, Thailand",Patcharaporn Rattanasaenghirun,Thailand,11120,https://th.linkedin.com/in/patcharaporn-rattanasaenghirun-9aa826184
454,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",Abhishek Sahai,Thailand,Nonthaburi 11120,https://in.linkedin.com/in/abhisheksahai
455,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand",No data available.,Thailand,Bangkok 10310,
456,Swissôtel Bangkok Ratchada,"204 Ratchadaphisek Rd, Huai Khwang, Khet Huai Khwang, Bangkok 10320, Thailand",,Thailand,Bangkok 10320,
457,Pullman Bangkok King Power,"8, 2 Rang Nam Alley, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Bangkok 10400, Thailand",Alexander Schoell,Thailand,Bangkok 10400,https://vn.linkedin.com/in/alexander-schoell-b315b125
458,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand",No data available.,Thailand,Bangkok 10400,
459,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10310,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
460,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand","No information is provided about the General Manager's name in the given sources. 

- **Blank**",Thailand,Bangkok 10400,
461,Mövenpick BDMS Wellness Resort Bangkok,"2 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",No data available.,Thailand,Bangkok 10330,
462,VIE Hotel Bangkok - MGallery,"117 39, 40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",Nicolas Peth,Thailand,Bangkok 10400,https://th.linkedin.com/in/nicpeth
463,Mercure Bangkok Sukhumvit 11,"18 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
464,Mövenpick Hotel Sukhumvit 15 Bangkok,"47 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jay Sudhakaran,Thailand,Bangkok 10110,https://th.linkedin.com/in/jay-sudhakaran-713a8519
465,Grand Mercure Bangkok Asoke Residence,"50, 5 Sukhumvit 19 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jon Warmington,Thailand,Bangkok 10110,https://th.linkedin.com/in/jon-warmington-9ab53211
466,Novotel Bangkok Ploenchit Sukhumvit,"566 Phloen Chit Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand",,Thailand,Bangkok 10330,
467,Mercure Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10330,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
468,ibis Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand","No information is available about the General Manager of ibis Bangkok Siam. 

- **Blank**",Thailand,Bangkok 10330,https://th.linkedin.com/in/raphael-hirsch-91357436
469,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand",Nunnicha Chaisripitak,Thailand,Bangkok 10330,https://th.linkedin.com/in/nunnicha-chaisripitak-31b7b9a0
470,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
471,TRIBE Living Bangkok Sukhumvit 39,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Chef Natra,Thailand,Bangkok 10110,https://mv.linkedin.com/in/donald-hotbel-p-tampubolon-707040a6
472,Novotel Suites Bangkok Sukhumvit 39,"5/9 Soi Phromsri, Soi Sukhumvit 39, Klongton-nua, Watthana, Bangkok 10110, Thailand",No data available for the General Manager of Novotel Suites Bangkok Sukhumvit 39.,Thailand,Bangkok 10110,https://th.linkedin.com/in/penapa-ruangsangwatana-5b8a0420
473,Novotel Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
474,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand","No information is provided about the General Manager of ibis Styles Bangkok Sukhumvit 4 in the search results. Therefore, the response is:

Blank.",Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
475,ibis Bangkok Sukhumvit 4,"41 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of ibis Bangkok Sukhumvit 4.,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
476,Novotel Living Bangkok Sukhumvit Legacy,"12-14 Sukhumvit 29 Alley Klong Toey Nua, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
477,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolay-stoyanov-4301172
478,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
479,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/niksto
480,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",No data available.,Thailand,Bangkok 10110,
481,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",Chris,Thailand,Samut Prakan 10540,https://www.linkedin.com/in/thechrisdo
482,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Blair Fowler,Thailand,Bangkok 10500,https://www.linkedin.com/in/blairfowler
483,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",,Thailand,Bangkok 10500,
484,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Patcharaporn Rattanasaenghirun,Thailand,Bangkok 10500,https://th.linkedin.com/in/patcharaporn-rattanasaenghirun-9aa826184
485,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Michaela Connor,Thailand,Bangkok 10120,https://th.linkedin.com/in/michaela-connor-64bb4211b
486,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand,Thailand,Bangkok 10500,https://fr.linkedin.com/in/marieevbertrand
487,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10120,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
488,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
489,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,https://th.linkedin.com/in/vinod-singh-negi-1a475024
490,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",No data available for the General Manager of ibis Styles Bangkok Sukhumvit 50.,Thailand,Bangkok 10260,https://th.linkedin.com/in/kannika-mahapurksapong-1016943b
491,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",,Thailand,Bangkok 10250,
492,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
493,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand",No information is available about the General Manager of Novotel Marina Sriracha in the provided sources.,Thailand,Chon Buri 20110,https://th.linkedin.com/in/vincent-olivier-445b7a31
494,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Othmane Amrani,Thailand,Chon Buri 20150,https://sg.linkedin.com/in/othmane-amrani-485a2036
495,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No information is available about the General Manager of ibis Pattaya in the provided sources.,Thailand,Chang Wat Chon Buri 20150,https://th.linkedin.com/in/pablo-lopez-1981mcnchee
496,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No data available.,Thailand,Chang Wat Chon Buri 20150,
497,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,https://th.linkedin.com/in/pitchayaporn-thongkum-aa8219175
498,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Dmitry Chernyshev,Thailand,Chon Buri 20250,https://au.linkedin.com/in/dmitry-chernyshev
499,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand",No data available.,Thailand,Chang Wat Phetchaburi 76120,
500,Novotel Rayong Star Convention Centre,"109 Sukhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand",Jirachot Chanjindachot,Thailand,Rayong 21000,
501,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand",,Thailand,Rayong 21190,
502,Mercure Rayong Lomtalay Villas & Resort,"289, Kram, Klaeng District, Chang Wat Rayong 21190, Thailand",,Thailand,Chang Wat Rayong 21190,
503,Mövenpick Asara Resort & Spa Hua Hin,"Amphur, 53 Hua Hin 5 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Orly,Thailand,Prachuap Khiri Khan 77110,https://th.linkedin.com/in/orly-carrasco-2a7b299
504,V Villas Hua Hin - MGallery,"63, 39 Phet Kasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",,Thailand,Prachuap Khiri Khan 77110,
505,ibis Hua Hin,"Phet Kasem Rd, Hua Hin, Hua Hin District, Chang Wat Prachuap Khiri Khan 77110, Thailand",No information available.,Thailand,Chang Wat Prachuap Khiri Khan 77110,
